-2.240000e-02 20.000000
1.155000e-02 19.000000
1.498000e-02 18.000000
1.792000e-02 17.000000
-1.001000e-02 16.000000
-1.750000e-03 15.000000
5.460000e-03 14.000000
8.190000e-03 13.000000
-5.880000e-03 12.000000
1.820000e-03 11.000000
5.250000e-03 10.000000
1.715000e-02 9.000000
-1.015000e-02 8.000000
-3.710000e-03 7.000000
-1.750000e-03 6.000000
3.850000e-03 5.000000
5.180000e-03 4.000000
-3.780000e-03 3.000000
-1.148000e-02 2.000000
-1.064000e-02 1.000000
-6.020000e-03 0.000000
-2.590000e-02 -1.000000
-9.310000e-03 -2.000000
-4.130000e-03 -3.000000
-1.029000e-02 -4.000000
-2.527000e-02 -5.000000
-2.800000e-03 -6.000000
-3.220000e-03 -7.000000
-3.780000e-03 -8.000000
-1.092000e-02 -9.000000
-5.180000e-03 -10.000000
-6.020000e-03 -11.000000
-1.484000e-02 -12.000000
-6.580000e-03 -13.000000
-2.590000e-03 -14.000000
-1.057000e-02 -15.000000
-1.365000e-02 -16.000000
-2.170000e-03 -17.000000
-7.000000e-03 -18.000000
1.540000e-03 -19.000000
