3.612440e-01 5.000000
2.821500e-01 4.800000
2.549840e-01 4.600000
2.419260e-01 4.400000
2.351740e-01 4.200000
2.296120e-01 4.000000
2.244720e-01 3.800000
2.194780e-01 3.600000
2.145460e-01 3.400000
2.100100e-01 3.200000
2.053960e-01 3.000000
2.002820e-01 2.800000
1.470100e-01 2.600000
4.893000e-02 2.400000
-2.072000e-03 2.200000
-2.908600e-02 2.000000
-7.769200e-02 1.800000
-1.686560e-01 1.600000
-2.879080e-01 1.400000
-4.702440e-01 1.200000
-6.935740e-01 1.000000
-9.693460e-01 0.800000
-1.283012e+00 0.600000
-1.591424e+00 0.400000
-1.851296e+00 0.200000
-2.072466e+00 -0.000000
-2.541772e+00 -0.200000
-3.161144e+00 -0.400000
-3.567800e+00 -0.600000
-3.953022e+00 -0.800000
-4.745326e+00 -1.000000
-5.220548e+00 -1.200000
-5.778364e+00 -1.400000
-6.553370e+00 -1.600000
-7.358996e+00 -1.800000
-8.151026e+00 -2.000000
-8.662384e+00 -2.200000
-9.485210e+00 -2.400000
-1.029354e+01 -2.600000
-1.126948e+01 -2.800000
-1.211367e+01 -3.000000
-1.307429e+01 -3.200000
-1.370139e+01 -3.400000
-1.424699e+01 -3.600000
-1.481882e+01 -3.800000
-1.547576e+01 -4.000000
-1.605725e+01 -4.200000
-1.674661e+01 -4.400000
-1.742178e+01 -4.600000
-1.807221e+01 -4.800000
