-2.981518e+00 -5.000000
-4.389108e+00 0.000000
-4.191565e+00 5.000000
-3.184826e+00 10.000000
-1.840605e+00 15.000000
-4.271615e-01 20.000000
2.739281e+00 25.000000
6.489123e+00 30.000000
9.668518e+00 35.000000
1.192650e+01 40.000000
1.384605e+01 45.000000
1.536500e+01 50.000000
1.648396e+01 55.000000
1.726655e+01 60.000000
1.773850e+01 65.000000
1.791776e+01 70.000000
1.815314e+01 75.000000
1.819488e+01 80.000000
1.861015e+01 85.000000
1.887316e+01 90.000000
1.909432e+01 95.000000
1.934654e+01 100.000000
1.965322e+01 105.000000
1.990754e+01 110.000000
1.999107e+01 115.000000
2.003789e+01 120.000000
2.004981e+01 125.000000
2.003737e+01 130.000000
2.007787e+01 135.000000
2.024139e+01 140.000000
2.038365e+01 145.000000
